当前时间(s): 0.0 音符打开: B3; 力度: 85(强)
当前时间(s): 74.528 音符关闭: B3; 力度: 55
当前时间(s): 74.528 音符关闭: #F4; 力度: 55
当前时间(s): 74.528 音符关闭: B4; 力度: 55
当前时间(s): 74.529 音符打开: B3; 力度: 85(强)
当前时间(s): 74.529 音符打开: #F4; 力度: 85(强)
当前时间(s): 74.529 音符打开: B4; 力度: 85(强)
当前时间(s): 74.715 音符关闭: B3; 力度: 55
当前时间(s): 74.715 音符关闭: #F4; 力度: 55
当前时间(s): 74.715 音符关闭: B4; 力度: 55
当前时间(s): 74.716 音符打开: B3; 力度: 85(强)
当前时间(s): 74.716 音符打开: #F4; 力度: 85(强)
当前时间(s): 74.716 音符打开: B4; 力度: 85(强)
当前时间(s): 74.902 音符关闭: B3; 力度: 55
当前时间(s): 74.902 音符关闭: #F4; 力度: 55
当前时间(s): 74.902 音符关闭: B4; 力度: 55
当前时间(s): 74.903 音符打开: #G1; 力度: 85(强)
当前时间(s): 74.903 音符打开: #G2; 力度: 85(强)
当前时间(s): 74.903 音符打开: #F4; 力度: 85(强)
当前时间(s): 74.903 音符打开: B4; 力度: 85(强)
当前时间(s): 74.903 音符打开: #F5; 力度: 85(强)
当前时间(s): 75.276 音符关闭: #G1; 力度: 55
当前时间(s): 75.276 音符关闭: #G2; 力度: 55
当前时间(s): 75.276 音符关闭: #F4; 力度: 55
当前时间(s): 75.276 音符关闭: B4; 力度: 55
当前时间(s): 75.276 音符关闭: #F5; 力度: 55
当前时间(s): 75.277 音符打开: #G2; 力度: 85(强)
当前时间(s): 75.278 音符打开: #F4; 力度: 85(强)
当前时间(s): 75.278 音符打开: B4; 力度: 85(强)
当前时间(s): 75.278 音符打开: #F5; 力度: 85(强)
当前时间(s): 75.463 音符关闭: #G2; 力度: 55
当前时间(s): 75.464 音符打开: #G2; 力度: 85(强)
当前时间(s): 75.464 音符打开: #D3; 力度: 85(强)
当前时间(s): 75.464 音符打开: #G3; 力度: 85(强)
当前时间(s): 75.65 音符关闭: #G2; 力度: 55
当前时间(s): 75.65 音符关闭: #D3; 力度: 55
当前时间(s): 75.65 音符关闭: #G3; 力度: 55
当前时间(s): 75.651 音符关闭: #F4; 力度: 55
当前时间(s): 75.651 音符关闭: B4; 力度: 55
当前时间(s): 75.651 音符关闭: #F5; 力度: 55
当前时间(s): 75.651 音符打开: #G2; 力度: 85(强)
当前时间(s): 75.651 音符打开: #D3; 力度: 85(强)
当前时间(s): 75.651 音符打开: #G3; 力度: 85(强)
当前时间(s): 75.653 音符打开: #F4; 力度: 85(强)
当前时间(s): 75.653 音符打开: B4; 力度: 85(强)
当前时间(s): 75.653 音符打开: #F5; 力度: 85(强)
当前时间(s): 75.837 音符关闭: #G2; 力度: 55
当前时间(s): 75.837 音符关闭: #D3; 力度: 55
当前时间(s): 75.837 音符关闭: #G3; 力度: 55
当前时间(s): 75.838 音符打开: #G2; 力度: 85(强)
当前时间(s): 76.024 音符关闭: #G2; 力度: 55
当前时间(s): 76.026 音符关闭: #F4; 力度: 55
当前时间(s): 76.026 音符关闭: B4; 力度: 55
当前时间(s): 76.026 音符关闭: #F5; 力度: 55
当前时间(s): 76.026 音符打开: #G1; 力度: 85(强)
当前时间(s): 76.027 音符打开: #F4; 力度: 85(强)
当前时间(s): 76.027 音符打开: B4; 力度: 85(强)
当前时间(s): 76.027 音符打开: #D5; 力度: 85(强)
当前时间(s): 76.213 音符关闭: #F4; 力度: 55
当前时间(s): 76.213 音符关闭: B4; 力度: 55
当前时间(s): 76.213 音符关闭: #D5; 力度: 55
当前时间(s): 76.214 音符打开: #F4; 力度: 85(强)
当前时间(s): 76.399 音符关闭: #G1; 力度: 55
当前时间(s): 76.4 音符打开: E1; 力度: 85(强)
当前时间(s): 76.4 音符打开: E2; 力度: 85(强)
当前时间(s): 76.587 音符关闭: #F4; 力度: 55
当前时间(s): 76.589 音符打开: #F4; 力度: 85(强)
当前时间(s): 76.589 音符打开: #C5; 力度: 85(强)
当前时间(s): 76.773 音符关闭: E1; 力度: 55
当前时间(s): 76.773 音符关闭: E2; 力度: 55
当前时间(s): 76.775 音符关闭: #F4; 力度: 55
当前时间(s): 76.775 音符关闭: #C5; 力度: 55
当前时间(s): 76.775 音符打开: E2; 力度: 85(强)
当前时间(s): 76.776 音符打开: #F4; 力度: 85(强)
当前时间(s): 76.776 音符打开: #C5; 力度: 85(强)
当前时间(s): 76.96 音符关闭: E2; 力度: 55
当前时间(s): 76.962 音符关闭: #F4; 力度: 55
当前时间(s): 76.962 音符关闭: #C5; 力度: 55
当前时间(s): 76.962 音符打开: E2; 力度: 85(强)
当前时间(s): 76.962 音符打开: B2; 力度: 85(强)
当前时间(s): 76.962 音符打开: E3; 力度: 85(强)
当前时间(s): 76.963 音符打开: #F4; 力度: 85(强)
当前时间(s): 76.963 音符打开: B4; 力度: 85(强)
当前时间(s): 77.148 音符关闭: E2; 力度: 55
当前时间(s): 77.148 音符关闭: B2; 力度: 55
当前时间(s): 77.148 音符关闭: E3; 力度: 55
当前时间(s): 77.149 音符关闭: #F4; 力度: 55
当前时间(s): 77.149 音符关闭: B4; 力度: 55
当前时间(s): 77.149 音符打开: E2; 力度: 85(强)
当前时间(s): 77.149 音符打开: B2; 力度: 85(强)
当前时间(s): 77.149 音符打开: E3; 力度: 85(强)
当前时间(s): 77.15 音符打开: #F4; 力度: 85(强)
当前时间(s): 77.15 音符打开: B4; 力度: 85(强)
当前时间(s): 77.335 音符关闭: E2; 力度: 55
当前时间(s): 77.335 音符关闭: B2; 力度: 55
当前时间(s): 77.335 音符关闭: E3; 力度: 55
当前时间(s): 77.336 音符关闭: #F4; 力度: 55
当前时间(s): 77.336 音符关闭: B4; 力度: 55
当前时间(s): 77.336 音符打开: E2; 力度: 85(强)
当前时间(s): 77.337 音符打开: #F4; 力度: 85(强)
当前时间(s): 77.337 音符打开: B4; 力度: 85(强)
当前时间(s): 77.522 音符关闭: E2; 力度: 55
当前时间(s): 77.523 音符关闭: #F4; 力度: 55
当前时间(s): 77.523 音符关闭: B4; 力度: 55
当前时间(s): 77.523 音符打开: E1; 力度: 85(强)
当前时间(s): 77.525 音符打开: #F4; 力度: 85(强)
当前时间(s): 77.525 音符打开: B4; 力度: 85(强)
当前时间(s): 77.71 音符关闭: #F4; 力度: 55
当前时间(s): 77.71 音符关闭: B4; 力度: 55
当前时间(s): 77.712 音符打开: #F4; 力度: 85(强)
当前时间(s): 77.712 音符打开: B4; 力度: 85(强)
当前时间(s): 77.897 音符关闭: E1; 力度: 55
当前时间(s): 77.897 音符关闭: #F4; 力度: 55
当前时间(s): 77.897 音符关闭: B4; 力度: 55
当前时间(s): 77.898 音符打开: B1; 力度: 85(强)
当前时间(s): 77.898 音符打开: B2; 力度: 85(强)
当前时间(s): 77.899 音符打开: #F4; 力度: 85(强)
当前时间(s): 77.899 音符打开: B4; 力度: 85(强)
当前时间(s): 77.899 音符打开: #F5; 力度: 85(强)
当前时间(s): 78.271 音符关闭: B1; 力度: 55
当前时间(s): 78.271 音符关闭: B2; 力度: 55
当前时间(s): 78.272 音符关闭: #F4; 力度: 55
当前时间(s): 78.272 音符关闭: B4; 力度: 55
当前时间(s): 78.272 音符关闭: #F5; 力度: 55
当前时间(s): 78.273 音符打开: B2; 力度: 85(强)
当前时间(s): 78.273 音符打开: #F4; 力度: 85(强)
当前时间(s): 78.273 音符打开: B4; 力度: 85(强)
当前时间(s): 78.273 音符打开: #F5; 力度: 85(强)
当前时间(s): 78.458 音符关闭: B2; 力度: 55
当前时间(s): 78.459 音符关闭: #F4; 力度: 55
当前时间(s): 78.459 音符关闭: B4; 力度: 55
当前时间(s): 78.459 音符关闭: #F5; 力度: 55
当前时间(s): 78.46 音符打开: B2; 力度: 85(强)
当前时间(s): 78.46 音符打开: #F3; 力度: 85(强)
当前时间(s): 78.46 音符打开: B3; 力度: 85(强)
当前时间(s): 78.46 音符打开: #F4; 力度: 85(强)
当前时间(s): 78.46 音符打开: B4; 力度: 85(强)
当前时间(s): 78.46 音符打开: #F5; 力度: 85(强)
当前时间(s): 78.645 音符关闭: #F3; 力度: 55
当前时间(s): 78.645 音符关闭: B2; 力度: 55
当前时间(s): 78.645 音符关闭: B3; 力度: 55
当前时间(s): 78.646 音符关闭: #F4; 力度: 55
当前时间(s): 78.646 音符关闭: B4; 力度: 55
当前时间(s): 78.646 音符关闭: #F5; 力度: 55
当前时间(s): 78.647 音符打开: B2; 力度: 85(强)
当前时间(s): 78.647 音符打开: #F3; 力度: 85(强)
当前时间(s): 78.647 音符打开: B3; 力度: 85(强)
当前时间(s): 78.648 音符打开: #F4; 力度: 85(强)
当前时间(s): 78.648 音符打开: B4; 力度: 85(强)
当前时间(s): 78.648 音符打开: #F5; 力度: 85(强)
当前时间(s): 78.832 音符关闭: #F3; 力度: 55
当前时间(s): 78.832 音符关闭: B2; 力度: 55
当前时间(s): 78.832 音符关闭: B3; 力度: 55
当前时间(s): 78.833 音符关闭: #F4; 力度: 55
当前时间(s): 78.833 音符关闭: B4; 力度: 55
当前时间(s): 78.833 音符关闭: #F5; 力度: 55
当前时间(s): 78.834 音符打开: B2; 力度: 85(强)
当前时间(s): 78.835 音符打开: #F4; 力度: 85(强)
当前时间(s): 78.835 音符打开: B4; 力度: 85(强)
当前时间(s): 78.835 音符打开: #D5; 力度: 85(强)
当前时间(s): 79.02 音符关闭: B2; 力度: 55
当前时间(s): 79.02 音符关闭: #F4; 力度: 55
当前时间(s): 79.02 音符关闭: B4; 力度: 55
当前时间(s): 79.02 音符关闭: #D5; 力度: 55
当前时间(s): 79.021 音符打开: B1; 力度: 85(强)
当前时间(s): 79.022 音符打开: #F4; 力度: 85(强)
当前时间(s): 79.022 音符打开: B4; 力度: 85(强)
当前时间(s): 79.022 音符打开: #D5; 力度: 85(强)
当前时间(s): 79.207 音符关闭: #F4; 力度: 55
当前时间(s): 79.207 音符关闭: B4; 力度: 55
当前时间(s): 79.207 音符关闭: #D5; 力度: 55
当前时间(s): 79.209 音符打开: #F4; 力度: 85(强)
当前时间(s): 79.209 音符打开: #C5; 力度: 85(强)
当前时间(s): 79.394 音符关闭: B1; 力度: 55
当前时间(s): 79.396 音符打开: #F1; 力度: 85(强)
当前时间(s): 79.396 音符打开: #F2; 力度: 85(强)
当前时间(s): 79.769 音符关闭: #F2; 力度: 55
当前时间(s): 79.769 音符关闭: #F1; 力度: 55
当前时间(s): 79.77 音符打开: #F2; 力度: 85(强)
当前时间(s): 79.956 音符关闭: #F2; 力度: 55
当前时间(s): 79.957 音符打开: #F2; 力度: 85(强)
当前时间(s): 79.957 音符打开: #C3; 力度: 85(强)
当前时间(s): 79.957 音符打开: #F3; 力度: 85(强)
当前时间(s): 80.143 音符关闭: #C3; 力度: 55
当前时间(s): 80.143 音符关闭: #F3; 力度: 55
当前时间(s): 80.143 音符关闭: #F2; 力度: 55
当前时间(s): 80.145 音符关闭: #F4; 力度: 55
当前时间(s): 80.145 音符关闭: #C5; 力度: 55
当前时间(s): 80.145 音符打开: #F2; 力度: 85(强)
当前时间(s): 80.145 音符打开: #C3; 力度: 85(强)
当前时间(s): 80.145 音符打开: #F3; 力度: 85(强)
当前时间(s): 80.146 音符打开: B4; 力度: 85(强)
当前时间(s): 80.33 音符关闭: #F2; 力度: 55
当前时间(s): 80.33 音符关闭: #C3; 力度: 55
当前时间(s): 80.33 音符关闭: #F3; 力度: 55
当前时间(s): 80.332 音符关闭: B4; 力度: 55
当前时间(s): 80.332 音符打开: #F2; 力度: 85(强)
当前时间(s): 80.333 音符打开: #C5; 力度: 85(强)
当前时间(s): 80.517 音符关闭: #F2; 力度: 55
当前时间(s): 80.519 音符关闭: #C5; 力度: 55
当前时间(s): 80.519 音符打开: #F1; 力度: 85(强)
当前时间(s): 80.52 音符打开: #D5; 力度: 85(强)
当前时间(s): 80.706 音符关闭: #D5; 力度: 55
当前时间(s): 80.707 音符打开: #F4; 力度: 85(强)
当前时间(s): 80.707 音符打开: #C5; 力度: 85(强)
当前时间(s): 80.892 音符关闭: #F1; 力度: 55
当前时间(s): 80.894 音符打开: #G1; 力度: 85(强)
当前时间(s): 80.894 音符打开: #G2; 力度: 85(强)
当前时间(s): 81.081 音符关闭: #F4; 力度: 55
当前时间(s): 81.081 音符关闭: #C5; 力度: 55
当前时间(s): 81.082 音符打开: B4; 力度: 85(强)
当前时间(s): 81.267 音符关闭: #G1; 力度: 55
当前时间(s): 81.267 音符关闭: #G2; 力度: 55
当前时间(s): 81.268 音符关闭: B4; 力度: 55
当前时间(s): 81.268 音符打开: #G2; 力度: 85(强)
当前时间(s): 81.269 音符打开: B4; 力度: 85(强)
当前时间(s): 81.454 音符关闭: #G2; 力度: 55
当前时间(s): 81.455 音符打开: #G2; 力度: 85(强)
当前时间(s): 81.455 音符打开: #D3; 力度: 85(强)
当前时间(s): 81.455 音符打开: #G3; 力度: 85(强)
当前时间(s): 81.641 音符关闭: #G2; 力度: 55
当前时间(s): 81.641 音符关闭: #D3; 力度: 55
当前时间(s): 81.641 音符关闭: #G3; 力度: 55
当前时间(s): 81.642 音符关闭: B4; 力度: 55
当前时间(s): 81.642 音符打开: #G2; 力度: 85(强)
当前时间(s): 81.642 音符打开: #D3; 力度: 85(强)
当前时间(s): 81.642 音符打开: #G3; 力度: 85(强)
当前时间(s): 81.644 音符打开: B4; 力度: 85(强)
当前时间(s): 81.828 音符关闭: #G2; 力度: 55
当前时间(s): 81.828 音符关闭: #D3; 力度: 55
当前时间(s): 81.828 音符关闭: #G3; 力度: 55
当前时间(s): 81.829 音符关闭: B4; 力度: 55
当前时间(s): 81.829 音符打开: #G2; 力度: 85(强)
当前时间(s): 81.831 音符打开: #C5; 力度: 85(强)
当前时间(s): 82.015 音符关闭: #G2; 力度: 55
当前时间(s): 82.017 音符关闭: #C5; 力度: 55
当前时间(s): 82.017 音符打开: #G1; 力度: 85(强)
当前时间(s): 82.018 音符打开: #D5; 力度: 85(强)
当前时间(s): 82.204 音符关闭: #D5; 力度: 55
当前时间(s): 82.205 音符打开: #F4; 力度: 85(强)
当前时间(s): 82.205 音符打开: #C5; 力度: 85(强)
当前时间(s): 82.39 音符关闭: #G1; 力度: 55
当前时间(s): 82.391 音符打开: E1; 力度: 85(强)
当前时间(s): 82.391 音符打开: E2; 力度: 85(强)
当前时间(s): 82.578 音符关闭: #F4; 力度: 55
当前时间(s): 82.578 音符关闭: #C5; 力度: 55
当前时间(s): 82.58 音符打开: B4; 力度: 85(强)
当前时间(s): 82.764 音符关闭: E1; 力度: 55
当前时间(s): 82.764 音符关闭: E2; 力度: 55
当前时间(s): 82.766 音符关闭: B4; 力度: 55
当前时间(s): 82.766 音符打开: E2; 力度: 85(强)
当前时间(s): 82.767 音符打开: B4; 力度: 85(强)
当前时间(s): 82.951 音符关闭: E2; 力度: 55
当前时间(s): 82.953 音符关闭: B4; 力度: 55
当前时间(s): 82.953 音符打开: E2; 力度: 85(强)
当前时间(s): 82.953 音符打开: B2; 力度: 85(强)
当前时间(s): 82.953 音符打开: E3; 力度: 85(强)
当前时间(s): 82.954 音符打开: #G4; 力度: 85(强)
当前时间(s): 83.139 音符关闭: E2; 力度: 55
当前时间(s): 83.139 音符关闭: B2; 力度: 55
当前时间(s): 83.139 音符关闭: E3; 力度: 55
当前时间(s): 83.14 音符关闭: #G4; 力度: 55
当前时间(s): 83.14 音符打开: E2; 力度: 85(强)
当前时间(s): 83.14 音符打开: B2; 力度: 85(强)
当前时间(s): 83.14 音符打开: E3; 力度: 85(强)
当前时间(s): 83.141 音符打开: B4; 力度: 85(强)
当前时间(s): 83.326 音符关闭: E2; 力度: 55
当前时间(s): 83.326 音符关闭: B2; 力度: 55
当前时间(s): 83.326 音符关闭: E3; 力度: 55
当前时间(s): 83.327 音符关闭: B4; 力度: 55
当前时间(s): 83.327 音符打开: E2; 力度: 85(强)
当前时间(s): 83.328 音符打开: #G4; 力度: 85(强)
当前时间(s): 83.513 音符关闭: E2; 力度: 55
当前时间(s): 83.514 音符关闭: #G4; 力度: 55
当前时间(s): 83.514 音符打开: E1; 力度: 85(强)
当前时间(s): 83.516 音符打开: #G4; 力度: 85(强)
当前时间(s): 83.701 音符关闭: #G4; 力度: 55
当前时间(s): 83.888 音符关闭: E1; 力度: 55
当前时间(s): 83.889 音符打开: B1; 力度: 85(强)
当前时间(s): 83.889 音符打开: B2; 力度: 85(强)
当前时间(s): 83.89 音符打开: B4; 力度: 85(强)
当前时间(s): 83.89 音符打开: #F5; 力度: 85(强)
当前时间(s): 84.262 音符关闭: B1; 力度: 55
当前时间(s): 84.262 音符关闭: B2; 力度: 55
当前时间(s): 84.263 音符关闭: B4; 力度: 55
当前时间(s): 84.263 音符关闭: #F5; 力度: 55
当前时间(s): 84.264 音符打开: B2; 力度: 85(强)
当前时间(s): 84.265 音符打开: B4; 力度: 85(强)
当前时间(s): 84.265 音符打开: #D5; 力度: 85(强)
当前时间(s): 84.449 音符关闭: B2; 力度: 55
当前时间(s): 84.45 音符关闭: B4; 力度: 55
当前时间(s): 84.45 音符关闭: #D5; 力度: 55
当前时间(s): 84.451 音符打开: B2; 力度: 85(强)
当前时间(s): 84.451 音符打开: #F3; 力度: 85(强)
当前时间(s): 84.451 音符打开: B3; 力度: 85(强)
当前时间(s): 84.452 音符打开: B4; 力度: 85(强)
当前时间(s): 84.452 音符打开: #F5; 力度: 85(强)
当前时间(s): 84.636 音符关闭: #F3; 力度: 55
当前时间(s): 84.636 音符关闭: B2; 力度: 55
当前时间(s): 84.636 音符关闭: B3; 力度: 55
当前时间(s): 84.638 音符关闭: B4; 力度: 55
当前时间(s): 84.638 音符关闭: #F5; 力度: 55
当前时间(s): 84.638 音符打开: B2; 力度: 85(强)
当前时间(s): 84.638 音符打开: #F3; 力度: 85(强)
当前时间(s): 84.638 音符打开: B3; 力度: 85(强)
当前时间(s): 84.639 音符打开: B4; 力度: 85(强)
当前时间(s): 84.639 音符打开: #F5; 力度: 85(强)
当前时间(s): 84.823 音符关闭: #F3; 力度: 55
当前时间(s): 84.823 音符关闭: B2; 力度: 55
当前时间(s): 84.823 音符关闭: B3; 力度: 55
当前时间(s): 84.825 音符关闭: B4; 力度: 55
当前时间(s): 84.825 音符关闭: #F5; 力度: 55
当前时间(s): 84.825 音符打开: B2; 力度: 85(强)
当前时间(s): 84.826 音符打开: B4; 力度: 85(强)
当前时间(s): 84.826 音符打开: #D5; 力度: 85(强)
当前时间(s): 85.011 音符关闭: B2; 力度: 55
当前时间(s): 85.012 音符关闭: B4; 力度: 55
当前时间(s): 85.012 音符关闭: #D5; 力度: 55
当前时间(s): 85.012 音符打开: B1; 力度: 85(强)
当前时间(s): 85.013 音符打开: B4; 力度: 85(强)
当前时间(s): 85.013 音符打开: #D5; 力度: 85(强)
当前时间(s): 85.199 音符关闭: B4; 力度: 55
当前时间(s): 85.199 音符关闭: #D5; 力度: 55
当前时间(s): 85.2 音符打开: #A4; 力度: 85(强)
当前时间(s): 85.2 音符打开: #C5; 力度: 85(强)
当前时间(s): 85.385 音符关闭: B1; 力度: 55
当前时间(s): 85.387 音符打开: #F2; 力度: 85(强)
当前时间(s): 85.573 音符关闭: #A4; 力度: 55
当前时间(s): 85.573 音符关闭: #C5; 力度: 55
当前时间(s): 85.575 音符打开: B3; 力度: 85(强)
当前时间(s): 85.667 音符关闭: B3; 力度: 55
当前时间(s): 85.668 音符打开: #C4; 力度: 85(强)
当前时间(s): 85.76 音符关闭: #F2; 力度: 55
当前时间(s): 85.76 音符关闭: #C4; 力度: 55
当前时间(s): 85.761 音符打开: #F2; 力度: 85(强)
